artist,title,lyrics,cleaned_lyrics,happy,angry,surprise,sad,fear,scores,compound,comp_score
Florence + the Machine,Delilah,"55 ContributorsTranslationsPortuguêsItalianoEspañolDelilah Lyrics[Verse 1]
Drifting through the halls with the sunrise
(Holding on for your call)
Climbing up the walls for that flashing light
(I can never let go)
'Cause I'm gonna be free and I'm gonna be fine
(Holding on for your call)
'Cause I'm gonna be free and I'm gonna be fine
(Maybe not tonight)
Now the sun is up and I'm going blind
(Holding on for your call)
Another drink just to pass the time
(I can never say no)
'Cause I'm gonna be free and I'm gonna be fine
(Holding on for your call)
'Cause I'm gonna be free and I'm gonna be fine
(Maybe not tonight)

[Chorus]
It's a different kind of danger
And the bells are ringing out
And I'm calling for my mother
As I pull the pillars down
It's a different kind of danger
And my feet are spinning round
Never knew I was a dancer
'Til Delilah showed me how
See Florence + the Machine LiveGet tickets as low as $641You might also like[Interlude]
Too fast for freedom
Sometimes it all falls down
These chains never leave me
I keep dragging them around

[Verse 2]
Now I'm dancing with Delilah and her vision is mine
(Holding on for your call)
A different kind of danger in the daylight
(I can never let go)
Took anything to cut you, I can find
(Holding on for your call)
A different kind of a danger in the daylight
(Can't you let me know?)
Now it's one more boy and it's one more line
(Holding on for your call)
Taking the pills just to pass the time
(I can never say no)
'Cause I'm gonna be free and I'm gonna be fine
(Holding on for your call)
'Cause I'm gonna be free and I'm gonna be fine
But maybe not tonight

[Chorus]
It's a different kind of danger
And the bells are ringing out
And I'm calling for my mother
As I pull the pillars down
It's a different kind of danger
And my feet are spinning round
Never knew I was a dancer
'Til Delilah showed me how
[Verse 3]
Now I'm dancing with Delilah and her vision is mine
(Holding on for your call)
A different kind of danger in the daylight
(I can never let go)
Took anything to cut you, I can find
(Holding on for your call)
A different kind of a danger in the daylight
(Can't you let me know?)

[Bridge]
Strung up, strung out for your love
Hanging, hung up, it's so rough
I'm wrung and wringing out
Why can't you let me know?
Strung up, strung out for your love
Hanging, hung up, it's so rough
I'm wrung and wringing out
Why can't you let me know?

[Chorus]
It's a different kind of danger
And the bells are ringing out
And I'm calling for my mother
As I pull the pillars down
It's a different kind of danger
And my feet are spinning round
Never knew I was a dancer
'Til Delilah showed me how
It's a different kind of danger
And the bells are ringing out
And I'm calling for my mother
As I pull the pillars down
It's a different kind of danger
And my feet are spinning around
Never knew I was a dancer
'Til Delilah showed me how

[Outro]
Too fast for freedom
Sometimes it all falls down
These chains never leave me
I keep dragging them around
Too fast for freedom
Sometimes it all falls down
These chains never leave me
I keep dragging them around62Embed",drifting through the halls with the sunrise holding on for your call climbing up the walls for that flashing light i can never let go cause im gonna be free and im gonna be fine holding on for your call cause im gonna be free and im gonna be fine maybe not tonight now the sun is up and im going blind holding on for your call another drink just to pass the time i can never say no cause im gonna be free and im gonna be fine holding on for your call cause im gonna be free and im gonna be fine maybe not tonight its a different kind of danger and the bells are ringing out and im calling for my mother as i pull the pillars down its a different kind of danger and my feet are spinning round never knew i was a dancer til delilah showed me how  too fast for freedom sometimes it all falls down these chains never leave me i keep dragging them around  now im dancing with delilah and her vision is mine holding on for your call a different kind of danger in the daylight i can never let go took anything to cut you i can find holding on for your call a different kind of a danger in the daylight cant you let me know  now its one more boy and its one more line holding on for your call taking the pills just to pass the time i can never say no cause im gonna be free and im gonna be fine holding on for your call cause im gonna be free and im gonna be fine but maybe not tonight  its a different kind of danger and the bells are ringing out and im calling for my mother as i pull the pillars down its a different kind of danger and my feet are spinning round never knew i was a dancer til delilah showed me how  now im dancing with delilah and her vision is mine holding on for your call a different kind of danger in the daylight i can never let go took anything to cut you i can find holding on for your call a different kind of a danger in the daylight cant you let me know strung up strung out for your love hanging hung up its so rough im wrung and wringing out why cant you let me know strung up strung out for your love hanging hung up its so rough im wrung and wringing out why cant you let me know its a different kind of danger and the bells are ringing out and im calling for my mother as i pull the pillars down its a different kind of danger and my feet are spinning round never knew i was a dancer til delilah showed me how its a different kind of danger and the bells are ringing out and im calling for my mother as i pull the pillars down its a different kind of danger and my feet are spinning around never knew i was a dancer til delilah showed me how  too fast for freedom sometimes it all falls down these chains never leave me i keep dragging them around too fast for freedom sometimes it all falls down these chains never leave me i keep dragging them around,0.53,0.02,0.02,0.12,0.31,"{'neg': 0.092, 'neu': 0.813, 'pos': 0.095, 'compound': -0.8819}",-0.8819,neg
Florence + the Machine,Sky Full of Song,"46 ContributorsTranslationsPortuguêsFrançaisItalianoTürkçeРусскийEspañolSky Full of Song Lyrics[Verse 1]
How deeply are you sleeping or are you still awake?
A good friend told me you've been staying out so late
Be careful, oh, my darling, oh, be careful what it takes
From what I've seen so far, the good ones always seem to break
And I was screaming at my father and you were screaming at me
And I can feel your anger from way across the sea
And I was kissing strangers, I was causing such a scene
Oh, the heart it hides such unimaginable things

[Pre-Chorus]
Grab me by my ankles, I've been flying for too long
I couldn't hide from the thunder in a sky full of song
And I want you so badly, but you could be anyone
I couldn't hide from the thunder in a sky full of song

[Chorus]
Hold me down, I'm so tired now
Aim your arrow at the sky
Take me down, I'm too tired now
Leave me where I lie

[Verse 2]
And I can tell that I'm in trouble when that music starts to play
In a city without seasons, it keeps raining in LA
I feel like I'm about to fall, the room begins to sway
And I can hear the sirens but I cannot walk away
See Florence + the Machine LiveGet tickets as low as $641You might also like[Pre-Chorus]
Grab me by my ankles, I've been flying for too long
I couldn't hide from the thunder in a sky full of song
And I want you so badly, but you could be anyone
I couldn't hide from the thunder in a sky full of song

[Chorus]
Hold me down, I'm so tired now
Aim your arrow at the sky
Take me down, I'm too tired now
Leave me where I lie

[Bridge]
I thought I was flying but maybe I'm dying tonight
I thought I was flying but maybe I'm dying tonight
And I thought I was flying but maybe I'm dying tonight
And I thought I was flying but maybe I'm dying tonight

[Chorus]
Hold me down, I'm so tired now
Aim your arrow at the sky (Shoot, shoot, shoot)
Take me down, I'm too tired now
Leave me where I lie (Fire)

[Chorus]
Hold me down, I'm too tired now
Aim your arrow at the sky (Shoot, shoot, shoot)
And take me down, I'm too tired now
Leave me where I lie (Fire)24Embed",how deeply are you sleeping or are you still awake a good friend told me youve been staying out so late be careful oh my darling oh be careful what it takes from what ive seen so far the good ones always seem to break and i was screaming at my father and you were screaming at me and i can feel your anger from way across the sea and i was kissing strangers i was causing such a scene oh the heart it hides such unimaginable things  grab me by my ankles ive been flying for too long i couldnt hide from the thunder in a sky full of song and i want you so badly but you could be anyone i couldnt hide from the thunder in a sky full of song  hold me down im so tired now aim your arrow at the sky take me down im too tired now leave me where i lie  and i can tell that im in trouble when that music starts to play in a city without seasons it keeps raining in la i feel like im about to fall the room begins to sway and i can hear the sirens but i cannot walk away  grab me by my ankles ive been flying for too long i couldnt hide from the thunder in a sky full of song and i want you so badly but you could be anyone i couldnt hide from the thunder in a sky full of song  hold me down im so tired now aim your arrow at the sky take me down im too tired now leave me where i lie  i thought i was flying but maybe im dying tonight i thought i was flying but maybe im dying tonight and i thought i was flying but maybe im dying tonight and i thought i was flying but maybe im dying tonight  hold me down im so tired now aim your arrow at the sky shoot shoot shoot take me down im too tired now leave me where i lie fire hold me down im too tired now aim your arrow at the sky shoot shoot shoot and take me down im too tired now leave me where i lie fire,0.07,0.23,0.1,0.33,0.27,"{'neg': 0.21, 'neu': 0.72, 'pos': 0.069, 'compound': -0.9967}",-0.9967,neg
Florence + the Machine,Never Let Me Go,"42 ContributorsTranslationsPortuguêsItalianoEspañolNever Let Me Go Lyrics[Verse 1]
Looking up from underneath
Fractured moonlight on the sea
Reflections still look the same to me
As before I went under
And it's peaceful in the deep
Cathedral where you cannot breathe
No need to pray, no need to speak
Now I am under all

[Pre-Chorus]
And it's breaking over me
A thousand miles down to the sea bed
Found the place to rest my head
Never let me go, never let me go
Never let me go, never let me go

[Chorus]
And the arms of the ocean are carrying me
And all this devotion was rushing out of me
And the crashes are heaven for a sinner like me
But the arms of the ocean delivered me

[Verse 2]
Though the pressure's hard to take
It's the only way I can escape
It seems a heavy choice to make
And now I am under, oh
See Florence + the Machine LiveGet tickets as low as $641You might also like[Pre-Chorus]
And it's breaking over me
A thousand miles down to the seabed
Found the place to rest my head
Never let me go, never let me go
Never let me go, never let me go

[Chorus]
And the arms of the ocean are carrying me
And all this devotion was rushing out of me
And the crashes are heaven for a sinner like me
But the arms of the ocean delivered me

[Bridge]
And it's over and I'm going under
But I'm not giving up, I'm just giving in
I'm slipping underneath
So, so cold and so sweet
And the arms of the ocean, so sweet and so cold
And all this devotion I never knew at all
And the crashes are heaven for a sinner released
And the arms of the ocean delivered me

[Outro]
Never let me go, never let me go
Never let me go, never let me go
Delivered me
Never let me go, never let me go
Never let me go, never let me go
Never let me go, never let me go (Delivered me)
Never let me go, never let me go
Never let me go, never let me go (Delivered me)
Never let me go, never let me go
And it's over and I'm going under
But I'm not giving up, I'm just giving in
I'm slipping underneath
So cold and so sweet42Embed",looking up from underneath fractured moonlight on the sea reflections still look the same to me as before i went under and its peaceful in the deep cathedral where you cannot breathe no need to pray no need to speak now i am under all  and its breaking over me a thousand miles down to the sea bed found the place to rest my head never let me go never let me go never let me go never let me go  and the arms of the ocean are carrying me and all this devotion was rushing out of me and the crashes are heaven for a sinner like me but the arms of the ocean delivered me  though the pressures hard to take its the only way i can escape it seems a heavy choice to make and now i am under oh  and its breaking over me a thousand miles down to the seabed found the place to rest my head never let me go never let me go never let me go never let me go  and the arms of the ocean are carrying me and all this devotion was rushing out of me and the crashes are heaven for a sinner like me but the arms of the ocean delivered me  and its over and im going under but im not giving up im just giving in im slipping underneath so so cold and so sweet and the arms of the ocean so sweet and so cold and all this devotion i never knew at all and the crashes are heaven for a sinner released and the arms of the ocean delivered me  never let me go never let me go never let me go never let me go delivered me never let me go never let me go never let me go never let me go never let me go never let me go delivered me never let me go never let me go never let me go never let me go delivered me never let me go never let me go and its over and im going under but im not giving up im just giving in im slipping underneath so cold and so sweet,0.15,0.05,0.27,0.2,0.34,"{'neg': 0.037, 'neu': 0.834, 'pos': 0.13, 'compound': 0.9903}",0.9903,pos
Florence + the Machine,Big God,"40 ContributorsTranslationsPortuguêsFrançaisItalianoTürkçeРусскийEspañolBig God Lyrics[Chorus]
You need a big god
Big enough to hold your love
You need a big god
Big enough to fill you up

[Verse 1]
You keep me up at night
To my messages, you do not reply
You know I still like you the most
The best of the best and the worst of the worst
Well, you can never know
The places that I go
I still like you the most
You'll always be my favourite ghost

[Chorus]
You need a big god
Big enough to hold your love
You need a big god
Big enough to fill you up

[Verse 2]
Sometimes I think it's getting better
And then it gets much worse
Is it just part of the process?
Jesus Christ, it hurts
Though I know I should know better
Well, I can make this work
Is it just part of the process?
Jesus Christ, Jesus Christ, it hurts
(Jesus Christ, Jesus Christ, it hurts)
See Florence + the Machine LiveGet tickets as low as $641You might also like[Chorus]
You need a big god
Big enough to hold your love
You need a big god
Big enough to fill you up

[Non-Lyrical Vocal Interlude]

[Outro]
Shower your affection, let it rain on me
Pull down the mountain, drag your cities to the sea
Shower your affection, let it rain on me
Don't leave me on this white cliff
Let it slide down to the, slide down to the sea
Slide down to the, slide down to the sea38Embed",you need a big god big enough to hold your love you need a big god big enough to fill you up  you keep me up at night to my messages you do not reply you know i still like you the most the best of the best and the worst of the worst well you can never know the places that i go i still like you the most youll always be my favourite ghost  you need a big god big enough to hold your love you need a big god big enough to fill you up  sometimes i think its getting better and then it gets much worse is it just part of the process jesus christ it hurts though i know i should know better well i can make this work is it just part of the process jesus christ jesus christ it hurts jesus christ jesus christ it hurts  you need a big god big enough to hold your love you need a big god big enough to fill you up  shower your affection let it rain on me pull down the mountain drag your cities to the sea shower your affection let it rain on me dont leave me on this white cliff let it slide down to the slide down to the sea slide down to the slide down to the sea,0.24,0.0,0.24,0.28,0.24,"{'neg': 0.092, 'neu': 0.695, 'pos': 0.212, 'compound': 0.9823}",0.9823,pos
Florence + the Machine,Cosmic Love,"46 ContributorsTranslationsTürkçePortuguêsItalianoEspañolCosmic Love Lyrics[Verse 1]
A falling star fell from your heart
And landed in my eyes
I screamed aloud as it tore through them
And now, it's left me blind

[Chorus]
The stars, the moon
They have all been blown out
You left me in the dark
No dawn, no day
I'm always in this twilight
In the shadow of your heart

[Verse 2]
And in the dark, I can hear your heartbeat
I tried to find the sound
But then it stopped and I was in the darkness
So darkness I became

[Chorus]
The stars, the moon
They have all been blown out
You left me in the dark
No dawn, no day
I'm always in this twilight
In the shadow of your heart
See Florence + the Machine LiveGet tickets as low as $641You might also like[Post-Chorus]
Ooh, ooh
Ooh, ooh, ooh
Ooh, ooh

[Bridge]
I took the stars from my eyes and then I made a map
And knew that, somehow, I could find my way back
Then I heard your heart beating, you were in the darkness too
So I stayed in the darkness with you

[Chorus]
The stars, the moon
They have all been blown out
You left me in the dark
No dawn, no day
I'm always in this twilight
In the shadow of your heart
The stars (The stars), the moon (The moon)
They have all been blown out
You left me in the dark (You left me in the dark)
No dawn, no day
I'm always in this twilight
In the shadow of your heart (In the shadow of your)

[Post-Chorus]
Ooh, ooh
Ooh, ooh, ooh
Ooh, ooh36Embed",a falling star fell from your heart and landed in my eyes i screamed aloud as it tore through them and now its left me blind  the stars the moon they have all been blown out you left me in the dark no dawn no day im always in this twilight in the shadow of your heart  and in the dark i can hear your heartbeat i tried to find the sound but then it stopped and i was in the darkness so darkness i became  the stars the moon they have all been blown out you left me in the dark no dawn no day im always in this twilight in the shadow of your heart  ooh ooh ooh ooh ooh ooh ooh  i took the stars from my eyes and then i made a map and knew that somehow i could find my way back then i heard your heart beating you were in the darkness too so i stayed in the darkness with you  the stars the moon they have all been blown out you left me in the dark no dawn no day im always in this twilight in the shadow of your heart the stars the stars  the moon the moon they have all been blown out you left me in the dark you left me in the dark no dawn no day im always in this twilight in the shadow of your heart in the shadow of your ooh ooh ooh ooh ooh ooh ooh,0.09,0.04,0.41,0.43,0.02,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.9874}",-0.9874,neg
Florence + the Machine,Free,"35 ContributorsTranslationsPortuguêsEspañolItalianoFrançaisРусскийFree Lyrics[Verse 1]
Sometimes, I wonder if I should be medicated
If I would feel better just lightly sedated
The feeling comes so fast and I cannot control it
I'm on fire, but I'm trying not to show it

[Refrain]
As it picks me up, puts me down
It picks me up, puts me down
Picks me up, it puts me down
A hundred times a day
It picks me up, puts me down
Chews me up, spits me out
Picks me up, it puts me down

[Verse 2]
I'm always running from something
I push it back, but it keeps on coming
And being clever never got me very far
Because it's all in my head
""You're too sensitive,"" they said
I said, ""Okay, but let's discuss this at the hospital""

[Refrain]
As it picks me up, puts me down
Picks me up, puts me down
Picks me up, it puts me down
A hundred times a day
Picks me up, puts me down
Chews me up, spits me out
It picks me up, puts me down
See Florence + the Machine LiveGet tickets as low as $641You might also like[Chorus]
But I hear the music, I feel the beat
And for a moment, when I'm dancing, I am free
I hear the music, I feel the beat
And for a moment, when I'm dancing
I am free
I am free

[Bridge]
Is this how it is?
Is this how it's always been?
To exist in the face of suffering and death
And somehow still keep singing?
Oh, like Christ up on a cross
Who died for us, who died for what?
Oh, don't you wanna call it off?
But there is nothing else that I know how to do
But to open up my arms and give it all to you

[Chorus]
'Cause I hear the music, I feel the beat
And for a moment, when I'm dancing
I am free
I am free
I am free
I am free17Embed",sometimes i wonder if i should be medicated if i would feel better just lightly sedated the feeling comes so fast and i cannot control it im on fire but im trying not to show it  as it picks me up puts me down it picks me up puts me down picks me up it puts me down a hundred times a day it picks me up puts me down chews me up spits me out picks me up it puts me down  im always running from something i push it back but it keeps on coming and being clever never got me very far because its all in my head youre too sensitive they said i said okay but lets discuss this at the hospital  as it picks me up puts me down picks me up puts me down picks me up it puts me down a hundred times a day picks me up puts me down chews me up spits me out it picks me up puts me down  but i hear the music i feel the beat and for a moment when im dancing i am free i hear the music i feel the beat and for a moment when im dancing i am free i am free  is this how it is is this how its always been to exist in the face of suffering and death and somehow still keep singing oh like christ up on a cross who died for us who died for what oh dont you wanna call it off but there is nothing else that i know how to do but to open up my arms and give it all to you  cause i hear the music i feel the beat and for a moment when im dancing i am free i am free i am free i am free,0.2,0.07,0.14,0.3,0.3,"{'neg': 0.064, 'neu': 0.803, 'pos': 0.134, 'compound': 0.9718}",0.9718,pos
Florence + the Machine,The End of Love,"43 ContributorsTranslationsPortuguêsFrançaisItalianoTürkçeРусскийEspañolThe End of Love Lyrics[Verse 1]
I feel nervous in a way that can't be named
I dreamt last night of a sign that read ""The end of love""
And I remember thinking
Even in my dreaming
It was a good line for a song

[Pre-Chorus]
We were a family pulled from the flood
You tore the floorboards up
And let the river rush in
Not wash away, wash away

[Chorus]
We were reaching in the dark
That summer in New York
And it was so far to fall
But it didn't hurt at all
And let it wash away, wash away

[Verse 2]
In a moment of joy and fury I threw myself
From the balcony like my grandmother so many years before me
I've always been in love with you
Could you tell it from the moment that I met you?
See Florence + the Machine LiveGet tickets as low as $641You might also like[Pre-Chorus]
We were a family pulled from the flood
You tore the floorboards up
And let the river rush in
Not wash away, wash away

[Chorus]
We were reaching in the dark (Wash away)
That summer in New York (Wash away)
And was it so far to fall? (Wash away)
You said it didn't hurt at all
And let it wash away, wash away

[Bridge]
And Joshua came down from the mountain
With a tablet in his hands
Told me that he loved me, yeah
And then ghosted me again

[Chorus]
We were reaching in the dark
That summer in New York
And it was so far to fall
But it didn't hurt at all
I let it wash away, wash away
[Chorus]
Reaching in the dark (Wash away)
That summer in New York (Wash away)
And was it so far to fall? (Wash away)
You said it didn't hurt at all
And let it wash away, wash away23Embed",i feel nervous in a way that cant be named i dreamt last night of a sign that read the end of love and i remember thinking even in my dreaming it was a good line for a song  we were a family pulled from the flood you tore the floorboards up and let the river rush in not wash away wash away  we were reaching in the dark that summer in new york and it was so far to fall but it didnt hurt at all and let it wash away wash away  in a moment of joy and fury i threw myself from the balcony like my grandmother so many years before me ive always been in love with you could you tell it from the moment that i met you  we were a family pulled from the flood you tore the floorboards up and let the river rush in not wash away wash away  we were reaching in the dark wash away that summer in new york wash away and was it so far to fall  wash away you said it didnt hurt at all and let it wash away wash away  and joshua came down from the mountain with a tablet in his hands told me that he loved me yeah and then ghosted me again  we were reaching in the dark that summer in new york and it was so far to fall but it didnt hurt at all i let it wash away wash away  reaching in the dark wash away that summer in new york wash away and was it so far to fall  wash away you said it didnt hurt at all and let it wash away wash away,0.14,0.29,0.03,0.17,0.37,"{'neg': 0.021, 'neu': 0.82, 'pos': 0.159, 'compound': 0.9918}",0.9918,pos
Florence + the Machine,Patricia,"39 ContributorsTranslationsPortuguêsFrançaisItalianoTürkçeРусскийEspañolPatricia Lyrics[Verse 1]
Oh Patricia, you've always been my North Star
And I have to tell you something
I'm still afraid of the dark
But you take my hand in your hand
From you the flowers grow
And do you understand with every seed you sow
You make this cold world beautiful?

[Pre-Chorus]
You told me all doors are open to the believer
I believe her, I believe her, I believe her
You told me all doors are open to the believer
I believe her, I believe her, I believe her

[Chorus]
Oh Patricia, you've always been my North Star, oh
Oh Patricia, you've always been my North Star, oh

[Verse 2]
Well, you're a 'real man', and you do what you can
You only take as much as you can grab with two hands
With your big heart, you praise God above
But how's that working out for you, honey?
Do you feel loved?
See Florence + the Machine LiveGet tickets as low as $641You might also like[Pre-Chorus]
She told me all doors are open to the believer
I believe her, I believe her, I believe her
Do you feel loved? Do you feel loved?
She told me all doors are open to the believer
I believe her, I believe her, I believe her
Do you feel loved?

[Chorus]
Oh Patricia, you've always been my North Star, oh
Oh Patricia, you've always been my North Star, oh

[Outro]
I drink too much coffee and think of you often
In a city where reality has long been forgotten
And are you afraid? 'Cause I'm terrified
But you remind me that it's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing to love
It's such a wonderful thing16Embed",oh patricia youve always been my north star and i have to tell you something im still afraid of the dark but you take my hand in your hand from you the flowers grow and do you understand with every seed you sow you make this cold world beautiful you told me all doors are open to the believer i believe her i believe her i believe her you told me all doors are open to the believer i believe her i believe her i believe her  oh patricia youve always been my north star oh oh patricia youve always been my north star oh  well youre a real man and you do what you can you only take as much as you can grab with two hands with your big heart you praise god above but hows that working out for you honey do you feel loved  she told me all doors are open to the believer i believe her i believe her i believe her do you feel loved do you feel loved she told me all doors are open to the believer i believe her i believe her i believe her do you feel loved oh patricia youve always been my north star oh oh patricia youve always been my north star oh  i drink too much coffee and think of you often in a city where reality has long been forgotten and are you afraid cause im terrified but you remind me that its such a wonderful thing to love its such a wonderful thing to love its such a wonderful thing to love its such a wonderful thing to love its such a wonderful thing its such a wonderful thing to love its such a wonderful thing to love its such a wonderful thing to love its such a wonderful thing to love its such a wonderful thing,0.3,0.02,0.28,0.19,0.21,"{'neg': 0.019, 'neu': 0.631, 'pos': 0.35, 'compound': 0.9994}",0.9994,pos
Florence + the Machine,Seven Devils,"53 ContributorsTranslationsPortuguêsItalianoEspañolSeven Devils Lyrics[Verse 1]
Holy water
Cannot help you now
A thousand armies
Couldn't keep me out
I don't want your money
I don't want your crown
See, I've come to burn
Your kingdom down
[Pre-Chorus]
Holy water
Cannot help you now
See, I've come to burn
Your kingdom down
And no rivers and no lakes
Can put the fire out
I'm gonna raise the stakes
I'm gonna smoke you out

[Chorus]
Seven devils all around me
Seven devils in my house
See, they were there when I woke up this morning
I'll be dead before the day is done
Seven devils all around you
Seven devils in your house
See, I was dead when I woke up this morning
And I'll be dead before the day is done
See Florence + the Machine LiveGet tickets as low as $641You might also like[Post-Chorus]
Before the day is done

[Verse 2]
And now all your love
Will be exorcized
And we will find new saints
To be canonized
And it's an evensong
It's a litany
It's a battle cry
It's a symphony

[Chorus]
Seven devils all around me
Seven devils in my house
See, they were there when I woke up this morning
I'll be dead before the day is done
Seven devils all around you
Seven devils in your house
See, I was dead when I woke up this morning
And I'll be dead before the day is done

[Post-Chorus]
Before the day is done
Before the day is done
Before the day is done
[Bridge]
You can't keep it out
It's coming through the walls
To devastate your heart
And to take your soul
For what has been done
Cannot be undone
In the eagle's eye
In the evensong

[Outro]
Seven devils all around you
Seven devils in your house
See, I was dead when I woke up this morning
I'll be dead before the day is done
Before the day is done22Embed",holy water cannot help you now a thousand armies couldnt keep me out i dont want your money i dont want your crown see ive come to burn your kingdom down  holy water cannot help you now see ive come to burn your kingdom down and no rivers and no lakes can put the fire out im gonna raise the stakes im gonna smoke you out  seven devils all around me seven devils in my house see they were there when i woke up this morning ill be dead before the day is done seven devils all around you seven devils in your house see i was dead when i woke up this morning and ill be dead before the day is done  before the day is done  and now all your love will be exorcized and we will find new saints to be canonized and its an evensong its a litany its a battle cry its a symphony  seven devils all around me seven devils in my house see they were there when i woke up this morning ill be dead before the day is done seven devils all around you seven devils in your house see i was dead when i woke up this morning and ill be dead before the day is done  before the day is done before the day is done before the day is done  you cant keep it out its coming through the walls to devastate your heart and to take your soul for what has been done cannot be undone in the eagles eye in the evensong  seven devils all around you seven devils in your house see i was dead when i woke up this morning ill be dead before the day is done before the day is done,0.32,0.06,0.35,0.21,0.06,"{'neg': 0.3, 'neu': 0.688, 'pos': 0.012, 'compound': -0.9986}",-0.9986,neg
Florence + the Machine,Ship to Wreck,"43 ContributorsTranslationsTürkçePortuguêsItalianoEspañolShip to Wreck Lyrics[Verse 1]
Don't touch the sleeping pills, they mess with my head
Dredging up great white sharks, swimming in the bed
Here comes a killer whale, to sing me to sleep
Thrashing the covers off, has me by its teeth

[Pre-Chorus]
And, oh, my love remind me, what was it that I said?
I can't help but pull the earth around me to make my bed
And, oh, my love remind me, what was it that I did?
Did I drink too much? Am I losing touch?
Did I build a ship to wreck?

[Chorus]
To wreck, to wreck, to wreck
Did I build this ship to wreck?

[Verse 2]
What's with the long face? Do you want more?
Thousands of red-eyed mice, scratching at the door
And don't let the curtain catch you, cause you've been here before
The chair is an island, darling, you can't touch the floor

[Pre-Chorus]
And, oh, my love remind me, what was it that I said?
I can't help but pull the earth around me to make my bed
And, oh, my love remind me, what was it that I did?
Did I drink too much? Am I losing touch?
Did I build a ship to wreck?
See Florence + the Machine LiveGet tickets as low as $641You might also like[Chorus]
To wreck, to wreck, to wreck
Did I build this ship to wreck?

[Post-Chorus]
Ooh-ooh
Ooh-ooh
Ooh-ooh

[Bridge]
And good God
Under starless skies we are lost
And into the breach we got tossed
And the water's coming in fast

[Pre-Chorus]
And, oh, my love remind me, what was it that I said?
I can't help but pull the earth around me to make my bed
And, oh, my love remind me, what was it that I did?
Did I drink too much? Am I losing touch?
Did I build a ship to wreck?

[Chorus]
To wreck, to wreck, to wreck
Did I build this ship to wreck?
To wreck, to wreck, to wreck
Did I build this ship to wreck?41Embed",dont touch the sleeping pills they mess with my head dredging up great white sharks swimming in the bed here comes a killer whale to sing me to sleep thrashing the covers off has me by its teeth  and oh my love remind me what was it that i said i cant help but pull the earth around me to make my bed and oh my love remind me what was it that i did did i drink too much am i losing touch did i build a ship to wreck to wreck to wreck to wreck did i build this ship to wreck whats with the long face do you want more thousands of red eyed mice scratching at the door and dont let the curtain catch you cause youve been here before the chair is an island darling you cant touch the floor  and oh my love remind me what was it that i said i cant help but pull the earth around me to make my bed and oh my love remind me what was it that i did did i drink too much am i losing touch did i build a ship to wreck  to wreck to wreck to wreck did i build this ship to wreck ooh ooh ooh ooh ooh ooh  and good god under starless skies we are lost and into the breach we got tossed and the waters coming in fast  and oh my love remind me what was it that i said i cant help but pull the earth around me to make my bed and oh my love remind me what was it that i did did i drink too much am i losing touch did i build a ship to wreck to wreck to wreck to wreck did i build this ship to wreck to wreck to wreck to wreck did i build this ship to wreck,0.11,0.03,0.18,0.51,0.17,"{'neg': 0.246, 'neu': 0.635, 'pos': 0.119, 'compound': -0.9935}",-0.9935,neg
