artist,title,lyrics,cleaned_lyrics
Tame Impala,Lost In Yesterday,"67 ContributorsTranslationsEspañolPortuguêsLost In Yesterday Lyrics[Verse 1]
When we were livin' in squalor, wasn't it Heaven?
Back when we used to get on it four out of seven
Now even though that was a time I hated from day one
Eventually, terrible memories turn into great ones

[Pre-Chorus]
So if they call you, embrace them
If they hold you, erase them

[Chorus]
'Cause it might've been somethin', who's to say?
Does it help to get lost in yesterday?
And you might've missed somethin', don't say
'Cause it has to be lost in yesterday
And you're gonna have to let it go someday
You've been diggin' it up like Groundhog Day
'Cause it might've been somethin', don't say
'Cause it has to be lost in yesterday

[Verse 2]
Matty said life didn't go the way that he planned it
Said, ""Oh, what I'd give to start over, boy, I'd command it
So, what was I ever afraid of? Why did I worry?
And why was I ever so brainless? Head in a flurry""
You might also like[Pre-Chorus]
'Cause if they call you, embrace them
If they stall you, erase them

[Chorus]
'Cause it might've been somethin', who's to say?
Does it help to get lost in yesterday?
And you might've missed somethin', don't say
'Cause it has to be lost in yesterday
And you're gonna have to let it go someday
You've been diggin' it up like Groundhog Day
'Cause it might've been somethin', don't say
'Cause it has to get lost in yesterday

[Refrain]
If it calls you, embrace it
If it haunts you, face it

[Bridge]
I know it's mad, I understand
It's only Snakes and Ladders
The myriad you never had
There's only one that matters

[Outro]
And if it calls you, embrace it
If it holds you, erase it
Replace it16Embed",when we were livin in squalor wasnt it heaven back when we used to get on it four out of seven now even though that was a time i hated from day one eventually terrible memories turn into great ones  so if they call you embrace them if they hold you erase them  cause it mightve been somethin whos to say does it help to get lost in yesterday and you mightve missed somethin dont say cause it has to be lost in yesterday and youre gonna have to let it go someday youve been diggin it up like groundhog day cause it mightve been somethin dont say cause it has to be lost in yesterday  matty said life didnt go the way that he planned it said oh what id give to start over boy id command it so what was i ever afraid of why did i worry and why was i ever so brainless head in a flurry you might also like cause if they call you embrace them if they stall you erase them  cause it mightve been somethin whos to say does it help to get lost in yesterday and you mightve missed somethin dont say cause it has to be lost in yesterday and youre gonna have to let it go someday youve been diggin it up like groundhog day cause it mightve been somethin dont say cause it has to get lost in yesterday  if it calls you embrace it if it haunts you face it  i know its mad i understand its only snakes and ladders the myriad you never had theres only one that matters  and if it calls you embrace it if it holds you erase it replace it
Tame Impala,The Moment,"57 ContributorsTranslationsEspañolThe Moment Lyrics[Verse 1]
In the end, it's stronger than I know how to be
And I can't just spend my whole lifetime wondering
I fell in love with the sound of my heels on the wooden floor
I don't want my footsteps to be silent anymore

[Refrain]
Want them to be in the moment
Storm clouds are closing

[Verse 2]
In the end, it's coming, there's nothing left to do
But I'm still not certain, just how I'm gonna feel

[Refrain]
I'll only know in the moment (Ooh)
Anticipation growing (Ooh)

[Chorus]
It's getting closer
Ooh, it's getting closer
It's getting closer (I'm not ready)
Ooh, it's getting closer (I need a little more time)

[Instrumental Bridge]
You might also like[Chorus]
It's getting closer (Closer, every day, don't cry, we'll be okay)
Ooh, it's getting closer (Closer, wall of the dam, hold on and breathe if you can)
It's getting closer (Closer; I'm not ready)
Ooh, it's getting closer (Closer; breathe if you can; I need a little more time)
It's getting closer (Closer; I'm not ready)
It's getting closer (Closer; I need a little more time)

[Outro]
It's getting closer
Ooh, it's getting closer52Embed",in the end its stronger than i know how to be and i cant just spend my whole lifetime wondering i fell in love with the sound of my heels on the wooden floor i dont want my footsteps to be silent anymore  want them to be in the moment storm clouds are closing  in the end its coming theres nothing left to do but im still not certain just how im gonna feel  ill only know in the moment ooh anticipation growing ooh its getting closer ooh its getting closer its getting closer im not ready ooh its getting closer i need a little more time you might also like its getting closer closer every day dont cry well be okay ooh its getting closer closer wall of the dam hold on and breathe if you can its getting closer closer; im not ready ooh its getting closer closer; breathe if you can; i need a little more time its getting closer closer; im not ready its getting closer closer; i need a little more time its getting closer ooh its getting closer
Tame Impala,Elephant,"66 ContributorsElephant Lyrics[Verse 1]
Well, he feels like an elephant
Shaking his big grey trunk for the hell of it
He knows that you're dreamin' about being loved by him
Too bad your chances are slim
And it's not like Mr. Shuck
To get shy when they ask him who is on top
There must be something deep down in the dark down there
But he's not too easily scared
He's got friends but they got the fear
Wouldn't care too much if he just disappeared
Oh look, hey, there he is now coming down the stairs
(Here he comes)

[Instrumental Break]

[Verse 2]
He pulled the mirrors off his Cadillac (Yeah)
'Cause he doesn't like it looking like he looks back
He talks like his opinion is a simple fact
Somebody grabbed his collar
He cried the whole way home
No one remembered a thing when they saw him again
That's how it is 'til the end (Yeah)You might also like41Embed",well he feels like an elephant shaking his big grey trunk for the hell of it he knows that youre dreamin about being loved by him too bad your chances are slim and its not like mr. shuck to get shy when they ask him who is on top there must be something deep down in the dark down there but hes not too easily scared hes got friends but they got the fear wouldnt care too much if he just disappeared oh look hey there he is now coming down the stairs here he comes  he pulled the mirrors off his cadillac yeah cause he doesnt like it looking like he looks back he talks like his opinion is a simple fact somebody grabbed his collar he cried the whole way home no one remembered a thing when they saw him again thats how it is til the end yeah you might also like
Tame Impala,Breathe Deeper,"101 ContributorsTranslationsTame Impala - Breathe Deeper (Tradução em Português)EspañolBreathe Deeper Lyrics[Verse 1]
If you think I couldn't hold my own, believe me, I can
Believe me, I can, believe me, I can
If it ain't so awful and we're all together, I can
Believe me, I can, believe me, I can
If you think I couldn't roll with you, believe me, I can
Believe me, I can, believe me, I can
If ideally we should feel like this forever, I can
Believe me, I can, believe me, I can

[Chorus]
(And she said) Seems you're coming on
Breathe a little deeper
Should you need to come undone
And let those colours run
(And she said) Now you're having fun
So do this and get through this
And come find me when you're done
So we can be as one

[Verse 2]
If you think I couldn't hold my own, believe me, I can
Believe me, I can, believe me, I can
If you need someone to tell you that you're special, I can
Believe me, I can, believe me, I can
If you need someone to carry on, believe me, I can
Believe me, I can, believe me, I can
If you think no one is feeling what you're feeling, I am
Believe me, I am, believe me, I am
You might also like[Bridge]
And the groove is low

[Chorus]
(And she said) Seems you're coming on
Breathe a little deeper
Should you need to come undone
And let those colours run
Now you're having fun
So do this and get through this (And the groove is low)
And come find me when you're done
So we can be as one

[Refrain]
Telemona
Telemona, oh
And the groove is low
Telemona
And the groove is low

[Chorus]
Seems you're coming on
Breathe a little deeper
Should you need to come undone (Telemona)
And let those colours run
Now you're having fun (Telemona)
Do this and get through this
And until we see the sun (And the groove is low)
You're my number one
[Refrain]
Telemona
(And she said)
And the groove is low
Telemona
And the groove is low

[Outro]
We're both adults while we behave like children
Long as we got enough to keep on living
Telemona
Telemona23Embed",if you think i couldnt hold my own believe me i can believe me i can believe me i can if it aint so awful and were all together i can believe me i can believe me i can if you think i couldnt roll with you believe me i can believe me i can believe me i can if ideally we should feel like this forever i can believe me i can believe me i can and she said seems youre coming on breathe a little deeper should you need to come undone and let those colours run and she said now youre having fun so do this and get through this and come find me when youre done so we can be as one  if you think i couldnt hold my own believe me i can believe me i can believe me i can if you need someone to tell you that youre special i can believe me i can believe me i can if you need someone to carry on believe me i can believe me i can believe me i can if you think no one is feeling what youre feeling i am believe me i am believe me i am you might also like and the groove is low and she said seems youre coming on breathe a little deeper should you need to come undone and let those colours run now youre having fun so do this and get through this and the groove is low and come find me when youre done so we can be as one  telemona telemona oh and the groove is low telemona and the groove is low  seems youre coming on breathe a little deeper should you need to come undone telemona and let those colours run now youre having fun telemona do this and get through this and until we see the sun and the groove is low youre my number one  telemona and she said and the groove is low telemona and the groove is low  were both adults while we behave like children long as we got enough to keep on living telemona telemona
Tame Impala,Past Life,"52 ContributorsTranslationsEspañolPast Life Lyrics[Intro]
I was picking up a suit from the dry cleaners
Which is standard for me, Thursday, 12:30
I've got a pretty solid routine these days
I don't know, it just works for me
Anyway, I was leaving, I was getting in my car
And I went to adjust the rear-view mirror
But, in its reflection, just for a second
I saw a figure, started to trigger
Memories flooded back, stopped me in my tracks
""Who was that?"" It was my lover
A lover from a past life

[Chorus]
From a past life
Feel like I saw a ghost
From a past life
So unexpected
From a past life
I was transfixed
From a past life

[Interlude]
Well, somewhere between a lover and a friend
It was different back then
Surreal, poetic but uncertain
Like a bizarre chick-flick with a confusing end
But I shut it down, closed it off
The sounds and smells I made myself forget
A cheap solution to black out regret
But it was real, it just feels like a past life
You might also like[Chorus]
From a past life
Crazy
From a past life
It takes a lot to trip me out
(I always wondered if you wanted my love)
For the first time in a long time
(I always wondered if you wanted my love)

[Interlude]
So I go about my day as normal
But I can't seem to pass it off as just a random event
It consumes me
I thought I was moving on, but I guess I was just switching off
And now I see my life as the banal slog it instantly became
And I don't know if I can go on the same
But I don't wanna dig up old bones
I mean, I don't even know if she has the same phone number
Who knows? Maybe she does

[Chorus]
From a past life
I guess there's no harm in trying
From a past life
What's the worst that could happen?
(I always wondered if you wanted my love)
For the first time
In a long time
(I tried to say it but it never came out right)
Past life
From a past life
(You're not a stranger if you're always on my mind)
For the first time
(I know it's late, it just didn't feel right)
In a long time
[Outro]
Hello?23Embed",i was picking up a suit from the dry cleaners which is standard for me thursday 12:30 ive got a pretty solid routine these days i dont know it just works for me anyway i was leaving i was getting in my car and i went to adjust the rear view mirror but in its reflection just for a second i saw a figure started to trigger memories flooded back stopped me in my tracks who was that it was my lover a lover from a past life  from a past life feel like i saw a ghost from a past life so unexpected from a past life i was transfixed from a past life  well somewhere between a lover and a friend it was different back then surreal poetic but uncertain like a bizarre chick flick with a confusing end but i shut it down closed it off the sounds and smells i made myself forget a cheap solution to black out regret but it was real it just feels like a past life you might also like from a past life crazy from a past life it takes a lot to trip me out i always wondered if you wanted my love for the first time in a long time i always wondered if you wanted my love so i go about my day as normal but i cant seem to pass it off as just a random event it consumes me i thought i was moving on but i guess i was just switching off and now i see my life as the banal slog it instantly became and i dont know if i can go on the same but i dont wanna dig up old bones i mean i dont even know if she has the same phone number who knows maybe she does  from a past life i guess theres no harm in trying from a past life whats the worst that could happen  i always wondered if you wanted my love for the first time in a long time i tried to say it but it never came out right past life from a past life youre not a stranger if youre always on my mind for the first time i know its late it just didnt feel right in a long time  hello
Tame Impala,Mind Mischief,"54 ContributorsMind Mischief Lyrics[Chorus]
Feels like my life is ready to blow
Me and my love, we'll take it slow
I hope she knows that I'll love her long
I just don't know where the hell I belong (No, no)

[Verse 1]
How optimism led me astray
Two hundred things I took the wrong way
But I saw her love gauge runnin' low
I tried to fill but it overflowed

[Chorus]
Feels like my life is ready to blow
Me and my lover taking it slow
I hope she knows that I'll love her long
I just don't know where the hell I belong

[Verse 2]
She remembers my name
Could be blown way out
It's all going to change
She remembers my name

[Bridge]
But she was only messing around
Please, no more playing with my heart
Ooh, go Mr. Right just for once
(Then it all just came out)
Ooh, no more mischief with my mind
(Guess I'll hold in, next time...)
You might also like[Verse 3]
No more gettin' it wrong
I'll be frozen, here on
If forever, we'll see
No more guessin' for me

[Outro]
Oh, I was just so sure of everything
Oh, that's what you get for dreamin' aloud
(Then it all just came out)
(Guess I'll hold in, now on)
(If forever, we'll see)
Oh, the day that words are clearer for me
(But no more guessing for me)45Embed",feels like my life is ready to blow me and my love well take it slow i hope she knows that ill love her long i just dont know where the hell i belong no no how optimism led me astray two hundred things i took the wrong way but i saw her love gauge runnin low i tried to fill but it overflowed  feels like my life is ready to blow me and my lover taking it slow i hope she knows that ill love her long i just dont know where the hell i belong  she remembers my name could be blown way out its all going to change she remembers my name  but she was only messing around please no more playing with my heart ooh go mr. right just for once then it all just came out ooh no more mischief with my mind guess ill hold in next time you might also like no more gettin it wrong ill be frozen here on if forever well see no more guessin for me  oh i was just so sure of everything oh thats what you get for dreamin aloud then it all just came out  guess ill hold in now on  if forever well see oh the day that words are clearer for me but no more guessing for me
Tame Impala,It Might Be Time,"57 ContributorsTranslationsItalianoEspañolPortuguêsIt Might Be Time Lyrics[Verse 1]
Something doesn't feel right
That's enough for one night
Hope y'all get home alright
There I go, blamin' on the weather

[Pre-Chorus 1]
But hey, there's nothin' wrong
I'm only tired of all these voices
Always sayin' nothing lasts forever

[Chorus]
It might be time to face it
It ain't as fun as it used to be, no
You're goin' under
You ain't as young as you used to be
It might be time to face it
You ain't as cool as you used to be, no
You won't recover
You ain't as young as you used to be

[Post-Chorus]
It might be time to face it
It might be time to face it

[Verse 2]
I've been lost before
So tell me it's not over
'Cause I finally got somethin' goin'
And suddenly
All my friends are growin' up
And movin' on
I must be missin' somethin'
You might also like[Pre-Chorus 2]
'Cause I just wanna keep this dream alive for now
Don't they know nothin' lasts forever?

[Chorus]
It might be time to face it
Nobody knows what you've come here for, no
You're goin' under
They roll their eyes when you're at the door

[Post-Chorus]
It might be time
It might be time to face it (Yeah)
You may as well embrace it

[Bridge]
We promise to come visit (Yeah)
It might be time

[Chorus]
It might be time to face it (Yeah)
You ain't as fun as you used to be
You won't recover
You ain't as cool as you used to be

[Post-Chorus]
It might be time to face it
It might be time to face it22Embed",something doesnt feel right thats enough for one night hope yall get home alright there i go blamin on the weather  but hey theres nothin wrong im only tired of all these voices always sayin nothing lasts forever  it might be time to face it it aint as fun as it used to be no youre goin under you aint as young as you used to be it might be time to face it you aint as cool as you used to be no you wont recover you aint as young as you used to be  it might be time to face it it might be time to face it  ive been lost before so tell me its not over cause i finally got somethin goin and suddenly all my friends are growin up and movin on i must be missin somethin you might also like cause i just wanna keep this dream alive for now dont they know nothin lasts forever it might be time to face it nobody knows what youve come here for no youre goin under they roll their eyes when youre at the door  it might be time it might be time to face it yeah you may as well embrace it  we promise to come visit yeah it might be time  it might be time to face it yeah you aint as fun as you used to be you wont recover you aint as cool as you used to be  it might be time to face it it might be time to face it
Tame Impala,Is It True,"72 ContributorsTranslationsEspañolIs It True Lyrics[Verse 1]
We were hangin' in the morning
Feelin' all different kinds of things
We were talkin' about everything
From the past to the happenin'
We started talkin' 'bout devotion
The kind that goes on eternally
And I tell her I'm in love with her
But how can I know that I'll always be?

[Chorus]
She just said, ""Is it true? Is it true? Tell me now""
That's a promise I can't make and I won't validate
Was I in some kind of mood? I don't know, I don't care
Now I'm sleeping in my room, here I am, back again
She's in my

[Verse 2]
I was happy just listening
No intention to be mentioning
We started talkin' 'bout the future
Not the notion I was motioning
I'm just so terrified to face up
Like any moment I might wake up
'Cause she's the only thing I think of
I told my mother that I love her
You might also like[Chorus]
She just said, ""Is it true? Is it true? Tell me now""
That's a promise I can't make and I won't validate
Was I being immature? I don't know, I don't care
Now I'm sleeping in my room, here I am, back again
She's in my—
In my—

[Outro]
I said, ""We'll see, we'll see"" (In my—)
We'll see
Ah, we'll see
We'll see
We'll see, we'll see, we'll see
See how we go
Until we know what the future holds
Ah, we'll see
We'll see
We'll see, we'll see, we'll see17Embed",we were hangin in the morning feelin all different kinds of things we were talkin about everything from the past to the happenin we started talkin bout devotion the kind that goes on eternally and i tell her im in love with her but how can i know that ill always be she just said is it true is it true tell me now thats a promise i cant make and i wont validate was i in some kind of mood i dont know i dont care now im sleeping in my room here i am back again shes in my  i was happy just listening no intention to be mentioning we started talkin bout the future not the notion i was motioning im just so terrified to face up like any moment i might wake up cause shes the only thing i think of i told my mother that i love her you might also like she just said is it true is it true tell me now thats a promise i cant make and i wont validate was i being immature i dont know i dont care now im sleeping in my room here i am back again shes in my in my i said well see well see in my  well see ah well see well see well see well see well see see how we go until we know what the future holds ah well see well see well see well see well see
Tame Impala,Patience,"73 ContributorsPatience Lyrics[Verse]
Has it really been that long?
Did I count the days wrong?
Did we just go 'round and 'round
All the way to step one?

[Pre-Chorus]
They would ask me all the time
Every time the show's up
""So what you doin' with your life?""
It ain't givin' up

[Chorus]
Just growin' up in stages
(Lay down, low down)
Livin' life in phases
Another season changes
And still, my days are shapeless

[Post-Chorus]
It's always drive straight, don't be late
'Cause time waits for no one
I should be flying straight, with no delay
'Cause time takes from everyone

[Bridge]
I'm just laying here
Waiting for a change to come
Take us to the place
Takin' us where we would have gone
You might also like[Pre-Chorus]
They would ask me all the time
Showin' up in ages
""So what you doin' with your life?""
Call it givin' up

[Chorus]
I'm just growin' up in stages
(Lay down, low down)
Livin' life in phases
Another season changes
And still, my ways are aimless, I know
We're growin' up in stages
And I'm runnin' out of patience
Growin' up

[Outro]
It's always drive straight, don't be late
'Cause time waits for no one
I should be flying straight, with no delay
'Cause time takes from everyone29Embed",has it really been that long did i count the days wrong did we just go round and round all the way to step one they would ask me all the time every time the shows up so what you doin with your life it aint givin up  just growin up in stages lay down low down livin life in phases another season changes and still my days are shapeless  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone  im just laying here waiting for a change to come take us to the place takin us where we would have gone you might also like they would ask me all the time showin up in ages so what you doin with your life call it givin up  im just growin up in stages lay down low down livin life in phases another season changes and still my ways are aimless i know were growin up in stages and im runnin out of patience growin up  its always drive straight dont be late cause time waits for no one i should be flying straight with no delay cause time takes from everyone
Tame Impala,Disciples,"51 ContributorsTranslationsPortuguêsEspañolDisciples Lyrics[Verse 1]
'Cause I was still unsure
But it's something I'm used to
And I could tell it by your face
No one's ever been rude to you
When I could tell you things
That I can't say to anyone
And you came 'round today
But you didn't stay very long

[Chorus]
Now it's like the world owes you
Walking around like everybody should know you
I wanna be like we used to
But now you're worried whose audience will lose you

[Verse 2]
And I had no idea
What that feeling could do to you
And I could tell you've changed
By the people around you
I used to take the long way
Just so I could walk past your door
I used to wait outside
But I guess I won't anymore
You might also like[Outro]
There's so much I wanna tell you
So long, I wanna be there15Embed",cause i was still unsure but its something im used to and i could tell it by your face no ones ever been rude to you when i could tell you things that i cant say to anyone and you came round today but you didnt stay very long  now its like the world owes you walking around like everybody should know you i wanna be like we used to but now youre worried whose audience will lose you  and i had no idea what that feeling could do to you and i could tell youve changed by the people around you i used to take the long way just so i could walk past your door i used to wait outside but i guess i wont anymore you might also like theres so much i wanna tell you so long i wanna be there
Tame Impala,Nangs,"43 ContributorsTranslationsPortuguêsEspañolNangs Lyrics[Interlude]
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?
But is there something more than that?You might also like14Embed",but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that but is there something more than that you might also like
Tame Impala,One More Hour,"78 ContributorsTranslationsTürkçeEspañolPortuguêsItalianoOne More Hour Lyrics[Verse 1]
Just a moment
Right before all the song and dance
Wasn't brave enough to tell you
But there ain't gonna be another chance
It's not long until (All that I have)
And everything's still (One more hour)
Minutes are racing, whatever I've done
I did it for love (All that I have)
I did it for fun (One more hour)
Couldn't get enough (All that I have)
I did it for fame (One more hour)
But never for money
Not for houses, not for her
Not for my future children
Until now

[Verse 2]
How could I love again?
How could I ever ask for more?
And to the road ahead
Into a life I can't ignore
(Lose her) How could I love again?
(Move on) How can I walk this path for sure?
(Lose her) With no more time to spare
(Move on) I know the answer more and more
You might also like[Chorus]
As long as I can, long as I can
Spend some time alone
As long as I can, long as I can
Be the man I am

[Bridge]
Ooh, life is strange
For one more hour
I can rage
For one more hour

[Chorus]
As long as I can (Lose her), as long as I can (Move on)
Spend some time alone
As long as I can (Lose her), as long as I can (Move on)
Remember who I am
As long as I can (Lose her), as long as I can (Move on)
Spend some time alone
As long as I can (How could I love again?), as long as I can
Be the man I am

[Outro]
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare
One more hour and you'll know your life is one to share
Just a minute, baby, right before we go from here
All those people said we wouldn't last a minute near
I'm with you and I could roll into another year
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare
One more hour and you'll know your life is one to share
Just a minute, baby, right before we go from here
All those people said we wouldn't last a minute near
I'm with you and I could roll into another year
Just a minute, fella, right before you go out there
All your voices said you wouldn't last a minute bare22Embed",just a moment right before all the song and dance wasnt brave enough to tell you but there aint gonna be another chance its not long until all that i have and everythings still one more hour minutes are racing whatever ive done i did it for love all that i have i did it for fun one more hour couldnt get enough all that i have i did it for fame one more hour but never for money not for houses not for her not for my future children until now  how could i love again how could i ever ask for more and to the road ahead into a life i cant ignore lose her how could i love again  move on how can i walk this path for sure  lose her with no more time to spare move on i know the answer more and more you might also like as long as i can long as i can spend some time alone as long as i can long as i can be the man i am  ooh life is strange for one more hour i can rage for one more hour  as long as i can lose her  as long as i can move on spend some time alone as long as i can lose her  as long as i can move on remember who i am as long as i can lose her  as long as i can move on spend some time alone as long as i can how could i love again  as long as i can be the man i am  just a minute fella right before you go out there all your voices said you wouldnt last a minute bare one more hour and youll know your life is one to share just a minute baby right before we go from here all those people said we wouldnt last a minute near im with you and i could roll into another year just a minute fella right before you go out there all your voices said you wouldnt last a minute bare one more hour and youll know your life is one to share just a minute baby right before we go from here all those people said we wouldnt last a minute near im with you and i could roll into another year just a minute fella right before you go out there all your voices said you wouldnt last a minute bare
Tame Impala,Reality in Motion,"39 ContributorsTranslationsEspañolReality in Motion Lyrics[Verse 1]
I'm edging closer, shivers all over
It's way too real, I'm way too sober
Usually they've got you covered all over
Lack of composure, I'm walking over

[Pre-Chorus]
What will I do?
I never had a chance to

[Chorus]
There's no one else around you
Not that I was waiting, vision ever fading
Heading for the deep end
Soon as I remember, baby, I surrender
I just need to breathe out
Decisions are approaching, reality in motion

[Verse 2]
Tryna be patient but I'm feeling ancient
Tryna control the way that I'm facing

[Pre-Chorus]
Suppose that I didn't care anymore
Fate can decide, I can ignore
I'll just pretend that I always knew
That I had the chance to
You might also like[Chorus]
There's no one else around you
Not that I was waiting, vision ever fading
Making such a promise
Only leads to heartache, closer to an earthquake
Talked about in Hollywood
Tryna stay in motion
[Bridge]
It made my heart run in circles and overflow
And I was closer than ever to letting go
It made my heart run in circles and overdrive
And I was closer than ever to feeling alive

[Pre-Chorus]
It made my heart run in circles and overflow
And I was closer than ever to letting go
It made my heart run in circles and overdrive
And I was closer than ever to feeling alive

[Chorus]
There's no one else around you
Not that I was waiting, vision ever fading
Heading for the deep end
Soon as I remember, baby, I surrender
I just need to breathe out
Decision are approaching, reality in motion
Let's not think about it
Put your arms around me, I can sense you doubt me
You don't need to promise
That only leads to heartache, closer to an earthquake
Talked about in Hollywood
All there's left to do
[Outro]
All there's left to do, all there's left to do
All there's left to do, all there's left to do
All there's left to do, all there's left to do
All there's left to do, all there's left to do
All there's left—16Embed",im edging closer shivers all over its way too real im way too sober usually theyve got you covered all over lack of composure im walking over  what will i do i never had a chance to  theres no one else around you not that i was waiting vision ever fading heading for the deep end soon as i remember baby i surrender i just need to breathe out decisions are approaching reality in motion  tryna be patient but im feeling ancient tryna control the way that im facing  suppose that i didnt care anymore fate can decide i can ignore ill just pretend that i always knew that i had the chance to you might also like theres no one else around you not that i was waiting vision ever fading making such a promise only leads to heartache closer to an earthquake talked about in hollywood tryna stay in motion  it made my heart run in circles and overflow and i was closer than ever to letting go it made my heart run in circles and overdrive and i was closer than ever to feeling alive  it made my heart run in circles and overflow and i was closer than ever to letting go it made my heart run in circles and overdrive and i was closer than ever to feeling alive  theres no one else around you not that i was waiting vision ever fading heading for the deep end soon as i remember baby i surrender i just need to breathe out decision are approaching reality in motion lets not think about it put your arms around me i can sense you doubt me you dont need to promise that only leads to heartache closer to an earthquake talked about in hollywood all theres left to do  all theres left to do all theres left to do all theres left to do all theres left to do all theres left to do all theres left to do all theres left to do all theres left to do all theres left
Tame Impala,Apocalypse Dreams,"46 ContributorsApocalypse Dreams Lyrics[Verse 1]
This could be the day that we push through
It could be the day that all our dreams come true
For me and you
Till we're at the end of just another day
Are you too terrified to try your best?
Just to end up with an educated guess
Like success
Like those times you wake up mystified

[Pre-Chorus]
Oh, it feels so real in my sleep
Never held something so close I couldn't keep
Into the day, the strangest feeling
Do you really live without the fear that

[Chorus]
Everything is changing
And there's nothing I can do
My world is turning pages
While I am just sitting here

[Bridge]
Well, am I getting closer?
Will I ever get there?
Does it even matter?
You might also like[Verse 2]
Do I really need it?
Push it out the window
On and on, we all go
(This could be the day that we push through)
Into another morning
Doesn't even matter
It was only yesterday
(It could be the day that all our dreams come true)
Didn't even know you
Now I'm gonna miss you
(Oh, it feels so real in my sleep
Never held something so close I couldn't...)

[Chorus]
Nothing ever changes
No matter how long you do your hair
Looks the same to everyone else
Everything is changing
I guess I should warn my mum
But she'll just be excited
[Instrumental Outro]40Embed",this could be the day that we push through it could be the day that all our dreams come true for me and you till were at the end of just another day are you too terrified to try your best just to end up with an educated guess like success like those times you wake up mystified  oh it feels so real in my sleep never held something so close i couldnt keep into the day the strangest feeling do you really live without the fear that  everything is changing and theres nothing i can do my world is turning pages while i am just sitting here  well am i getting closer will i ever get there does it even matter you might also like do i really need it push it out the window on and on we all go this could be the day that we push through into another morning doesnt even matter it was only yesterday it could be the day that all our dreams come true didnt even know you now im gonna miss you oh it feels so real in my sleep never held something so close i couldnt nothing ever changes no matter how long you do your hair looks the same to everyone else everything is changing i guess i should warn my mum but shell just be excited
Tame Impala,On Track,"72 ContributorsTranslationsTürkçeEspañolPortuguêsItalianoOn Track Lyrics[Verse 1]
I close my front door and turn on the light
I let out a breath and hold in a sigh
Ain't nothin' new, ain't that much in sight
And if I'm counting days, dream fruition ain't what it's looking like

[Chorus]
But strictly speaking, I'm still on track
Strictly speaking, I'm holding on
More than a minor setback
But strictly speaking, I'm still on track
And all of my dreams are still in sight
'Cause strictly speaking, I've got my whole life
I lost a wheel a while back
But strictly speaking, I'm still on track
Challenges falling in my lap
Strung out again, but still on track

[Verse 2]
I know it's unrealistic, over-optimistic
I know I tried before this, I know it's nearly August
I know I can't ignore this, looking forward to all this
Sayin', ""Babe, I just adore this"" and, ""Babe, can we afford this?""
I know it's been a slow year, nothin' much to show here
I didn't really go for it, so not a lot to show for it
You might also like[Refrain]
The hardest part is over, adjusting makes it slower
So glad you're comin' over, a wall to bring us closer
The world ain't waitin' for ya, nothin' to lose it over
We're just a little older, the rest comes easy
The rest comes easy

[Chorus]
('Cause life's like that)
But strictly speaking, I'm still on track
Strictly speaking, I'm holding back
Troubles keep falling in my lap
Yeah, but strictly speaking, I'm still on track
So tell everyone I'll be alright
'Cause strictly speaking, I've got my whole life
More than one major setback
But strictly speaking, I'm still on track (Yeah)

[Refrain]
The hardest part is over, adjusting makes it slower (Ooh)
So glad you're comin' over, a wall to bring us closer (Still on track, motherfucker)
The world ain't waitin' for ya, nothin' to lose it over
We're just a little older, the rest gets easy
The rest gets easy14Embed",i close my front door and turn on the light i let out a breath and hold in a sigh aint nothin new aint that much in sight and if im counting days dream fruition aint what its looking like  but strictly speaking im still on track strictly speaking im holding on more than a minor setback but strictly speaking im still on track and all of my dreams are still in sight cause strictly speaking ive got my whole life i lost a wheel a while back but strictly speaking im still on track challenges falling in my lap strung out again but still on track  i know its unrealistic over optimistic i know i tried before this i know its nearly august i know i cant ignore this looking forward to all this sayin babe i just adore this and babe can we afford this i know its been a slow year nothin much to show here i didnt really go for it so not a lot to show for it you might also like the hardest part is over adjusting makes it slower so glad youre comin over a wall to bring us closer the world aint waitin for ya nothin to lose it over were just a little older the rest comes easy the rest comes easy cause lifes like that but strictly speaking im still on track strictly speaking im holding back troubles keep falling in my lap yeah but strictly speaking im still on track so tell everyone ill be alright cause strictly speaking ive got my whole life more than one major setback but strictly speaking im still on track yeah the hardest part is over adjusting makes it slower ooh so glad youre comin over a wall to bring us closer still on track motherfucker the world aint waitin for ya nothin to lose it over were just a little older the rest gets easy the rest gets easy
